id,name,mana,attack,health,type,god,strategy
1231,Thebian Brawler,4,2,6,creature,neutral,late
262,Mark of the Warden,2,0,0,spell,nature,early
1092,Vanir Lion,4,5,3,creature,neutral,late
100049,Iron Anim,2,3,3,creature,neutral,late
319,"Griffith, The Chosen",7,6,7,creature,light,late
69,Malfunctioning Servitor,3,3,3,creature,neutral,late
87007,Panacean Messenger,2,2,3,creature,neutral,early
847,"Chiron, the Teacher",1,1,1,creature,nature,early
87070,Epiphany,7,0,0,spell,magic,early
304,The Harvester,6,3,4,creature,death,late
1054,Chalice Priest,2,1,4,creature,light,early
15,Respected Jarl,2,2,1,creature,war,early
401,Light's Bidding,6,2,3,creature,light,late
1241,Tome Golem,8,8,8,creature,magic,late
75,Possessive Toupee,1,3,1,creature,neutral,early
1147,Felid Janissary,2,2,1,creature,neutral,early
841,Ornery Goat,3,3,3,creature,nature,late
839,Dryad Seer,2,1,2,creature,nature,early
47,Sacred Lore,3,0,0,spell,death,early
303,Whetstone,1,0,0,spell,war,early
360,Black Rhino,6,5,5,creature,nature,late
938,Blessing of Light,2,0,0,spell,light,early
1209,The Portable Fortress,2,0,8,creature,neutral,late
1070,Eldritch Demonologist,4,3,3,creature,neutral,late
1223,Cutthroat Insight,5,0,0,spell,deception,early
346,Scales of Justice,1,0,0,spell,light,early
1143,Arrow of Rage,2,0,0,spell,nature,early
361,Loam Naturalist,2,1,1,creature,nature,early
887,Frumentarii Researcher,3,2,4,creature,neutral,late
100059,Curative Cudgel,2,2,2,weapon,neutral,early
87028,Raid Reveller,3,3,2,creature,war,late
253,Wasteful Shax,2,3,6,creature,death,late
328,Angelic Veteran,4,2,4,creature,light,late
116,Devouring Golem,5,4,5,creature,neutral,late
175,Endow Wings,4,0,0,spell,magic,early
1154,Runed Asp,2,2,1,creature,death,early
932,Blessing of Death,2,0,0,spell,death,early
297,Dead Man's Flail,4,3,2,weapon,war,late
876,Field Medic,1,2,2,creature,light,early
283,Hypnos Puzzle Box,1,0,0,spell,deception,early
270,Jungle Scout,3,1,2,creature,nature,early
842,Figure in the Streets,8,6,10,creature,nature,late
55,Boost Walker,4,4,4,creature,neutral,late
87016,Riled Ursine,5,6,5,creature,neutral,late
943,Blessing of Nature,1,0,0,spell,nature,early
925,Orfeo's Guile,7,0,0,spell,deception,early
878,"Bardelys, Parthene Orator",3,1,2,creature,light,early
1197,Tavern Brawler,1,2,2,creature,war,early
100005,Blight,2,0,0,god power,death,early
1258,Harvest Arachne,3,3,2,creature,neutral,late
193,Highborn Knight,4,3,3,creature,light,late
865,Valknir Weaponsmith,5,4,5,creature,war,late
218,Proud Conscriptor,4,2,3,creature,nature,late
1208,Mammon's Stalwart,6,3,6,creature,neutral,late
372,Crystallax,5,3,4,creature,magic,late
1189,Belligerent Warlock,2,2,2,creature,war,early
52,Farsight Explorer,2,1,5,creature,neutral,late
392,Hasty Trade,3,0,0,spell,deception,early
204,Enduring Lemure,4,2,2,creature,neutral,late
100062,Mind Probe,2,0,0,spell,deception,early
126,A Real Man,1,0,2,creature,deception,early
1067,Atlant Phalanx,5,5,4,creature,neutral,late
364,"Magic, Unburdened",8,0,0,spell,magic,late
219,Nimble Pixie,1,1,1,creature,neutral,early
53,Dire Demilich,7,6,6,creature,death,late
139,Gentle Monk,4,2,3,creature,light,late
1133,Ray of Disintegration,5,0,0,spell,death,early
324,Reformation,1,0,0,spell,light,early
269,Mottled Ranger,3,2,2,creature,nature,early
170,Blind Cyclops,7,7,7,creature,neutral,late
1046,Faeflame Blade,2,1,4,weapon,nature,early
87027,Boil-Blood Outlaw,1,2,2,creature,war,early
87078,Stack the Deck,5,0,0,spell,deception,early
369,"Circe, Vengeful Sorceress",7,3,3,creature,magic,late
100068,"Tetria, Young Manaborn",1,3,3,creature,neutral,early
1110,"Echophon, Atlantean Hydra",9,6,10,creature,neutral,late
295,Ferocious Rougarou,5,4,4,creature,nature,late
189,Iron Kopis,5,5,2,weapon,war,late
388,Nethersaur,6,6,6,creature,deception,late
1174,Vrock,3,4,3,creature,death,late
159,Bulwark of the Sky,7,6,7,creature,neutral,late
100134,Rogue Skulker,1,1,1,creature,neutral,early
946,Valknir Zealot,1,2,2,creature,war,early
1244,Manathirst Golem,5,4,4,creature,magic,late
1125,Made Mark,1,0,2,creature,deception,early
222,Bast's Claws,6,3,4,weapon,war,late
87005,Vanguard Axewoman,2,2,3,creature,neutral,early
110,Reinforcements,3,0,0,spell,war,early
100800,Experimental Outcome,2,3,2,creature,death,early
1058,Bright Mage,3,3,3,creature,light,late
391,Howler Golem,7,5,5,creature,neutral,late
59,Expectant Chicken,1,1,1,creature,neutral,early
239,Bonepact Hunter,4,3,3,creature,neutral,late
942,Beast Speaker,4,3,3,creature,nature,late
1176,Amazon Spearsoul,2,4,2,creature,neutral,late
302,Lightfoot Informant,2,1,2,creature,deception,early
11,Gloam Druid,2,2,2,creature,nature,early
87006,Volatile Imp,1,2,1,creature,neutral,early
322,Holy Writ,2,0,0,spell,light,early
1204,Ballista,3,0,3,creature,neutral,early
293,Lore & Order Inspector,1,2,2,creature,light,early
1048,Valewarden Minotaur,5,5,5,creature,nature,late
100061,Spirit Beast,1,1,1,creature,neutral,early
920,Trial of the First Pillar,6,0,0,spell,light,early
89,Lupine Elemental,5,4,6,creature,neutral,late
225,Deathwish Thanetar,16,4,4,creature,neutral,late
10,Catacomb Curator,1,1,2,creature,death,early
307,Out of Its Misery,1,0,0,spell,war,early
100113,Enrage,2,0,0,god power,war,early
1106,Cyclops Marksman,6,4,7,creature,neutral,late
1114,Redfume Serum,5,0,0,spell,war,early
1039,"Frey, Archmage of Selene",8,4,7,creature,magic,late
87003,Dockside Prowler,1,2,2,creature,neutral,early
100108,Blood Ritual,2,0,0,god power,death,early
810,Cruel Overseer,3,3,4,creature,death,late
914,Aeona's Defection,5,0,0,spell,nature,early
152,"Odysseus, Tried Victor",5,3,7,creature,neutral,late
100142,Propyrean Owl,3,4,2,creature,neutral,late
1108,"Ladon, Uclid Dragon",8,12,12,creature,neutral,late
1093,Svart Basilisk,4,4,4,creature,neutral,late
800,Nether's Advocate,2,1,1,creature,death,early
87059,Feast on the Dead,1,0,0,spell,death,early
1072,Aether Battlescout,3,5,2,creature,neutral,late
278,Wilds Lifebonder,2,1,3,creature,nature,early
201,Mugging,2,0,0,spell,deception,early
888,Militant Gladiator,5,4,4,creature,neutral,late
1051,"Grendel, Night Terror",8,6,6,creature,war,late
9,Nether Nanny,4,4,4,creature,neutral,late
1180,Enduring Shield,2,1,4,weapon,war,early
1225,Fleshbind,1,0,0,spell,death,early
825,"Pallas, Champion of Magic",3,1,4,creature,magic,late
100160,Overgrown Golem,3,0,5,creature,nature,late
871,Xanthe of Tartessos,3,3,3,creature,war,late
87073,Bedeviled Shadow,3,3,3,creature,deception,late
817,Form of Unity,3,0,0,spell,magic,early
305,Raiding Kraken,9,3,5,creature,neutral,late
191,Roadside Outfitter,4,2,2,creature,war,late
100054,Rune of Life,2,0,0,spell,neutral,early
100153,Tough Malfunctioning Artifice,1,1,5,creature,neutral,early
828,"Neferu, Champion of Death",6,3,5,creature,death,late
1033,"Cerberus, Styx Hound",7,5,6,creature,death,late
87035,Ramshackle Hatchet,2,3,1,weapon,war,early
1172,Traveling Bard,4,3,2,creature,neutral,late
332,Heads or Tails,2,0,0,spell,deception,early
1153,Time-Bomb,2,3,2,creature,magic,early
100063,Malfunctioning Artifice,1,1,1,creature,neutral,early
375,Jaguar Rider,4,6,3,creature,neutral,late
87001,Springbloom Hunter,1,2,2,creature,neutral,early
318,Lightdaemon King,5,2,4,creature,light,late
827,"Valka, Champion of War",9,9,9,creature,war,late
362,Dimension Door,1,0,0,spell,magic,early
4,Influential Incubus,3,2,1,creature,neutral,early
238,Outcast Amazon,3,2,3,creature,neutral,late
1191,Trapdoor,2,0,0,spell,deception,early
1152,Tamed Mammoth,4,3,5,creature,war,late
1137,Reckoning,1,0,0,spell,war,early
931,Soul Shatter,3,0,0,spell,death,early
1237,Serene Blade,4,0,4,weapon,light,late
1119,Makeshift Shiv,1,1,5,weapon,deception,early
852,Hooded Figure,5,6,3,creature,deception,late
87040,Brilliant Intervention,2,0,0,spell,light,early
1250,Street Conjuror,1,1,3,creature,magic,early
801,"Diones, Spectral Sceptic",3,2,3,creature,death,late
1064,Ritual Rod,1,2,2,weapon,light,early
87079,Spiked Tea,4,0,0,spell,deception,early
64,Avatar of Light,7,7,7,creature,light,late
1065,Hallowing Light,2,0,0,spell,light,early
93,Hall of Mirrors,1,0,0,spell,deception,early
100156,Strong Malfunctioning Artifice,1,5,1,creature,neutral,early
100046,Mirror,1,0,2,creature,deception,early
1179,Penthesilean Warrior,5,6,3,creature,neutral,late
99,"Hades, Underworld Lord",8,5,9,creature,death,late
87019,Hired Muscle,6,6,5,creature,neutral,late
371,Specialist Force,5,0,0,spell,nature,early
1086,Helian Elite,8,10,12,creature,neutral,late
1140,Viking Bloodguard,3,2,2,creature,neutral,early
370,"Nature, Overgrown",7,0,0,spell,nature,early
1235,Feral Shapeshifter,5,3,4,creature,neutral,late
197,Returned Einherjar,5,3,5,creature,war,late
1061,Blind Martyr,1,1,2,creature,light,early
100050,Protected Anim,2,2,2,creature,neutral,early
104,Raze Imp,1,2,2,creature,neutral,early
224,Ocular Fiend,6,3,3,creature,neutral,late
74,Recursion,2,0,0,spell,magic,early
345,The Mastermind,4,1,2,creature,deception,early
100121,Animal Bond,2,0,0,god power,nature,early
1040,Green Giant,6,6,8,creature,nature,late
382,Pyrocannon,1,0,3,weapon,death,early
1230,Inconspicuous Carriage,4,2,6,creature,deception,late
137,Wrath Zealot,7,1,4,creature,neutral,late
834,Neferu's Khopesh,4,0,3,weapon,death,early
368,Aeneas,6,3,3,creature,war,late
939,Planetar Sage,4,4,5,creature,magic,late
29,"Hephaestus, The Enchanter",4,4,4,creature,war,late
864,Mountain Raider,4,2,2,creature,war,late
1156,Inspirator,2,1,1,creature,neutral,early
87068,Versatile Conjuration,3,0,0,spell,magic,early
309,Demoralise,1,0,0,spell,war,early
247,Dragon Tooth Warrior,5,3,3,creature,neutral,late
921,Trial of the False Reflection,7,0,0,spell,magic,early
60,Pallbearer,3,1,1,creature,death,early
380,Atlantean Rex,6,9,4,creature,neutral,late
389,Cryodyne Trident,3,1,3,weapon,nature,early
87060,Just a Nibble,2,0,0,spell,death,early
395,Golden Golem,5,7,7,creature,neutral,late
108,Carcass Vulture,2,1,1,creature,nature,early
947,Fenris Berserker,3,4,3,creature,war,late
77,Enraged Ally,2,2,2,creature,neutral,early
1012,Starshard Bolt,2,0,0,spell,magic,early
198,"War, Incarnate",7,0,0,spell,war,early
1002,Avalanche Strike,2,0,0,spell,war,early
1186,The Hunt,6,0,0,spell,nature,early
1170,Tartessian Skirmisher,3,3,3,creature,war,late
851,Larcenous Pan,2,1,3,creature,deception,early
183,Leyline Djinn,11,4,4,creature,neutral,late
87049,Aspect of the Axolotl,3,0,0,spell,nature,early
1097,Shieldbearer,1,1,1,creature,neutral,early
153,Fanatic of Khnum,2,3,2,creature,death,early
1256,Pack Stalk,1,0,0,spell,nature,early
1177,Hardened Channeler,5,4,3,creature,neutral,late
231,Pyramid Warden,2,2,6,creature,neutral,late
1107,Pharaoh's Guard,4,4,2,creature,neutral,late
1116,Exorcise,5,0,0,spell,deception,early
1091,Blackguard,8,12,10,creature,neutral,late
87033,Call to Arms,3,0,0,spell,war,early
267,Sarcophagus,2,0,6,creature,death,late
155,"Jason, Medea's Muse",3,3,3,creature,neutral,late
186,Balance Summoner,2,2,3,creature,neutral,early
100115,Summon Acolyte,3,0,0,god power,light,early
1080,"Balthazar, Blood Magus",2,3,2,creature,neutral,early
1252,Living Container,2,1,1,creature,death,early
1028,Famished Ghoul,4,4,4,creature,death,late
393,The Iron Horse,7,5,5,creature,neutral,late
73,Golem Excavator,7,6,7,creature,neutral,late
100118,Chosen Visions,2,0,0,god power,light,early
